metric,slope,R_squared,p_value
success,0.02900000000000017,0.06147735718027817,7.406409262779753e-10
planning_time,3.8348586632057566,0.0043205714051557055,0.10773497933877273
wall_time,3.837408016204835,0.0043263648204927545,0.10749874529385668
path_length_joint,0.08108194812173429,0.05820317727144881,2.153426119012174e-09
trajectory_duration,0.059605268211999955,0.06287466548611924,4.693378228505324e-10
elapsed_time_sec,291.1195073814388,0.24620935750657677,1.2987898058398348e-38
