max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.3149212180115697,0.029647608310979283,0.05713333144186775,0.05713333144186775,0.732131785352599,0.056214314603281024,0.5640271015758372,0.15466,6.46579593948015,8.024820620382272,1.133954238786204,0.005901483949963939,0.026846099109631892,84.57931154689493
