trial,x,y,z,j1,j2,j3,j4,j5,success
31,0.0722634061346165,0.3000341350953616,-0.0052699588194346,-0.04952242271974683,-1.0028992008883506,0.07886114362627272,0.7187233997369186,0.0,True
32,0.0624630124319854,-0.0862528609529477,0.1837821415258864,0.335181915666908,0.26306037744507194,0.5254149987827987,-0.9093088426627218,0.0,True
33,-0.270176991120175,0.1583028114635259,0.2423958195243821,0.835802435874939,-0.48041564086452127,0.7935391716659068,-1.290080213996116,0.0,True
34,-0.0137994868070469,0.0703272569507496,0.2750186298890499,-0.4988557817414403,-0.689215338556096,-0.43939210260286926,0.2655373697425238,0.0,True
35,0.1340377014921938,0.2480772709384873,-0.0853049146044382,-0.43287017522379756,-0.7130653657950461,-1.3773902364773676,0.2764750185911544,0.0,True
36,0.286772998274293,0.0706120694842635,0.2443312809347487,0.19183650892227885,0.10855527687817812,1.2598923600744456,0.43302259842399526,0.0,True
37,-0.1920978431097876,0.1119656972329595,-0.0167457070979234,0.3543910305015743,-0.4354607183486223,-0.47152924523688866,-1.1806772209866905,0.0,True
38,-0.0460161833180032,0.0870468326583381,0.1772261171802077,1.663499332498759,-1.2259506401605904,0.5969148514559492,-1.113835413029883,0.0,True
39,-0.1134133041720344,-0.1070099449913191,0.0655319915373176,1.5197072625160217,-0.2741182311438024,0.9533693898003546,-0.7264563302695751,0.0,True
40,-0.0232972298242216,0.3146352187867079,-0.0470786306480258,1.3736172602511942,-0.9852526823524385,0.39291269073728463,0.7573995846370234,0.0,True
41,-0.0089840641109996,-0.0338746085834103,0.3082340338863161,-0.17189125064760447,0.2279568901285529,0.5245506423059849,0.08004104441264648,0.0,True
42,0.077105993463295,0.1678358135190452,0.3753723400733583,1.3288516290485857,0.8534504428971559,1.1184340397594497,0.1097887169686147,0.0,True
43,-0.0513816885943735,0.0739527509563895,-0.0601351266165702,-1.7780646253377197,-1.4659402307588607,-0.1406201486242935,0.05537829768611124,0.0,True
44,0.1024339617512828,-0.203343036090592,-0.0585685638523259,-0.7804605555720627,-0.02443116414360702,-0.5371996882371605,-0.7457408582558855,0.0,True
45,-0.1263545504142691,-0.2404842079826217,-0.103626361867575,-1.7458345047198234,-1.1983893373981118,0.31137423911131923,0.0497306467709131,0.0,True
46,0.0795238789623876,0.0455025968130724,0.1700412575132807,0.38633127277716994,0.06148174172267318,-0.6158438611077145,0.284654118064791,0.0,True
47,0.1630518562927846,-0.0354614025530211,0.1461807635412232,1.8999128658324478,0.7242953649256378,1.1792415002128107,-0.40751344206975765,0.0,True
48,-0.2544012197414322,0.1155647376944911,0.2671606888029851,1.3435515104793012,-0.1394940570462495,-0.6958696821471676,-0.5156412076065318,0.0,True
49,-0.0342975931166116,0.0336869411491487,-0.0950873977464791,1.2853448381647468,0.5683761409018189,0.931660640821792,-0.34353311516810203,0.0,True
