trial,success,planning_time,wall_time,path_length_joint,trajectory_duration,timestamp_utc,elapsed_time_sec,start_state_json,goal_pose_json,waypoints_json
0,True,9.114761926,9.165034532546997,2.4393771946735585,2.075083493,2026-02-25T02:00:55.632823+00:00,9.16563367843628,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.1935376270967253, -0.3107344852115217, 0.1958092629039163, 0.2090710427300747, -0.2097130021772958, 0.8529599466930057, -0.4298477464719453]","[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.009999999999999997, 0.002795997203364555, -0.003693479808588508, 0.0003063235976399116, -0.0026116015569261387], [-0.03999999999999998, 0.011183988813458218, -0.014773919234354031, 0.001225294390559646, -0.010446406227704553], [-0.08999999999999986, 0.025163974830280964, -0.03324131827729653, 0.002756912378759201, -0.02350441401233522], [-0.15999995550126894, 0.044735942812000135, -0.05909566050189968, 0.004901176199137448, -0.041785613289522704], [-0.24999987316227096, 0.06989989462032034, -0.09233694836745363, 0.007658086055658844, -0.06529000579819244], [-0.35999975142444085, 0.1006558298194672, -0.13296518129830548, 0.011027641900580865, -0.09401759113130931], [-0.4899996221470021, 0.13700375731727069, -0.18098037106159512, 0.0150098447098267, -0.12796837760923307], [-0.6399994599146162, 0.1789436700076093, -0.2363825082702186, 0.019604693704864565, -0.16714235859449], [-0.8099992674683801, 0.226475568656893, -0.2991715939365946, 0.02481218896966073, -0.21153953480294543], [-0.9999990522162944, 0.2795994553363966, -0.369347630796853, 0.030632330731139717, -0.2611599081692738], [-1.2021968942683845, 0.3361339154267958, -0.4440289954928094, 0.03682612777238201, -0.3139659280803083], [-1.3872135930404386, 0.3878645326610364, -0.5123645396094377, 0.042493625851513554, -0.36228491793735135], [-1.5522302918124908, 0.4340031554885473, -0.5733131241088886, 0.04754847673536521, -0.40538070468054177], [-1.6972469905845426, 0.47454978390932906, -0.6268747489911621, 0.051990680423937036, -0.4432532883098797], [-1.8222636893565944, 0.5095044179233816, -0.6730494142562585, 0.05582023691722905, -0.4759026688253654], [-1.9272803881286453, 0.538867057530705, -0.7118371199041778, 0.059037146215241205, -0.5033288462269986], [-2.012297086900696, 0.562637702731299, -0.7432378659349199, 0.06164140831797353, -0.5255318205147794], [-2.0773137856727466, 0.5808163535251639, -0.7672516523484849, 0.06363302322542602, -0.5425115916887079], [-2.1223304844447983, 0.5934030099123, -0.7838784791448733, 0.06501199093759873, -0.5542681597487844], [-2.1473471832168496, 0.6003976718927071, -0.7931183463240847, 0.06577831145449162, -0.5608015246950087], [-2.152984714267113, 0.6019739239977486, -0.7952005570345284, 0.06595100233380394, -0.5622738231818173]]"
1,False,15.081698656082153,15.081698656082153,0.0,0.0,2026-02-25T02:01:10.714877+00:00,24.247687339782715,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.1226325461777102, 0.0933423644989731, 0.4097088309911634, 0.5825701535407295, -0.4126174046152265, 0.5954856626736673, 0.368450429721867]",[]
2,False,15.059701919555664,15.059701919555664,0.0,0.0,2026-02-25T02:01:25.774944+00:00,39.30775499343872,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0589857377014579, -0.0087130748593392, 0.4654037446416507, 0.6863375523413165, 0.0008407837912164, 0.7272529313105437, 0.0065750459290182]",[]
3,True,2.701145509,2.8306431770324707,2.3862464993717705,1.723688976,2026-02-25T02:01:28.606132+00:00,42.138944149017334,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.010738297170193, -0.2872225189698142, 0.3187732498193567, -0.5335834362582544, 0.6956385718456688, 0.2306045797883283, -0.4221341276087496]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.009999999999999992, -0.00721376151811808, -0.005569227790321387, -0.00570991167506457, -0.006508730202994879], [0.039999999999999925, -0.028855046072472287, -0.022276911161285523, -0.022839646700258256, -0.02603492081197949], [0.08999996585651857, -0.06492382903276953, -0.05012303109760996, -0.05138918557995485, -0.058578549603883076], [0.15999989276238735, -0.11542010693123303, -0.089107584922073, -0.09135852556930354, -0.10413961344984932], [0.24999979976626302, -0.1803438935091095, -0.13923058324330553, -0.14274767754491913, -0.16271812474813496], [0.35999964255799694, -0.2596951568021144, -0.2004920013839764, -0.20555661620609805, -0.23431405465845973], [0.4899994433662334, -0.3534739128454617, -0.272891851723724, -0.2797853542451999, -0.31892741764884847], [0.6399991768079678, -0.4616801433284571, -0.3564301201261748, -0.3654338771687532, -0.41655819719818826], [0.8070872900008569, -0.5822135234370392, -0.4494852964687952, -0.460839713997212, -0.5253113420881868], [0.9618250852647527, -0.6938376787243521, -0.5356622994284703, -0.5491936283723191, -0.6260259982460826], [1.096562880528649, -0.7910343109754288, -0.6107008468075027, -0.6261277193972972, -0.7137231939979888], [1.2113006757925446, -0.8738034201902691, -0.6746009386058922, -0.691641987072146, -0.7884029293439049], [1.3060384710564397, -0.9421450063688726, -0.7273625748236383, -0.7457364313968651, -0.8500652042838307], [1.380776266320335, -0.9960590695112399, -0.768985755460742, -0.7884110523714551, -0.898710018817767], [1.4355140615842292, -1.035545609617371, -0.7994704805172024, -0.8196658499959157, -0.9343373729457131], [1.4702518568481242, -1.060604626687266, -0.8188167499930201, -0.8395008242702475, -0.9569472666676697], [1.4849896521120192, -1.0712361207209247, -0.8270245638881952, -0.84791597519445, -0.9665396999836365], [1.4855508197110834, -1.071640933644059, -0.8273370909069688, -0.8482363969370064, -0.9669049488337336]]"
4,True,2.924836165,3.1229968070983887,2.958307878558749,2.071951118,2026-02-25T02:01:31.736601+00:00,45.269407749176025,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0174718680199702, 0.0458785652019752, 0.0021501966913656, 0.7645755545016105, -0.0971891105155138, -0.620244985368022, 0.1458583435446195]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.009999999999999993, -0.0006259237726050221, 0.002303673067614609, 0.007665971214148431, -0.005047748397899311], [0.0399999999999998, -0.002503695090420078, 0.009214692270458397, 0.030663884856593594, -0.020190993591597158], [0.08999999957757084, -0.005633313927004358, 0.020733057511217626, 0.06899374060350295, -0.04542973536786222], [0.15999999353508076, -0.010014779957025696, 0.036858767592527736, 0.12265553447038652, -0.08076397110306045], [0.2499999391142535, -0.01564809050414195, 0.057591812664279825, 0.1916492336788729, -0.1261936792138899], [0.3599998497250426, -0.022533246407713987, 0.08293219581568878, 0.275974848508994, -0.1817188664693578], [0.489999712309536, -0.03067024685041605, 0.11287991403863853, 0.3756323689505918, -0.24733952627815853], [0.6399995262381909, -0.04005909179284356, 0.14743496718810306, 0.49062179452106086, -0.32305565832251487], [0.8099992836462053, -0.050699780742719865, 0.1865973534522891, 0.6209431191912664, -0.40886725863247253], [0.99999898983773, -0.06259231403204436, 0.23036707405309953, 0.7665963470273554, -0.5047743298854335], [1.2018006154041512, -0.0752235575112804, 0.2768555710349208, 0.9212968922834098, -0.6066387131000714], [1.3861908390955464, -0.08676497995572062, 0.31933305025985087, 1.0626499069822726, -0.6997142587227252], [1.5505810627869396, -0.09705455485495065, 0.35720318334955126, 1.1886709792528367, -0.782694307549579], [1.6949712864783313, -0.10609228220897057, 0.3904659703040221, 1.299360109095103, -0.8555788595806337], [1.819361510169723, -0.11387816201778042, 0.4191214111232637, 1.3947172965090726, -0.9183679148158896], [1.9237517338611152, -0.12041219428138025, 0.44316950580727615, 1.4747425414947455, -0.9710614732553473], [2.0081419575525077, -0.1256943789997701, 0.4626102543560595, 1.5394358440521219, -1.0136595348990065], [2.0725321812439006, -0.1297247161729499, 0.4774436567696137, 1.5887972041812013, -1.046162099746867], [2.1169224049352935, -0.13250320580091962, 0.48766971304793866, 1.622826621881984, -1.068569167798929], [2.1413126286266864, -0.13402984788367933, 0.4932884231910345, 1.64152409715447, -1.0808807390551927], [2.1464895920738947, -0.13435388633283082, 0.49448102631757035, 1.6454927424307697, -1.0834939399498555]]"
5,False,15.041467666625977,15.041467666625977,0.0,0.0,2026-02-25T02:01:46.778716+00:00,60.311527729034424,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0085174115787493, -0.0478815683431006, 0.3108897559460453, 0.6931717117627907, -0.1379232189686657, 0.6971896792364888, 0.1200696249985232]",[]
6,False,15.062615156173706,15.062615156173706,0.0,0.0,2026-02-25T02:02:01.841643+00:00,75.37445425987244,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.054980724786662, 0.079126005921597, 0.3192780072603955, 0.2290220232293713, -0.784398293963334, -0.2066518604860152, 0.5381108044455203]",[]
7,False,16.171494960784912,16.171494960784912,0.0,0.0,2026-02-25T02:02:18.013593+00:00,91.54640507698059,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2012898750205956, 0.2307316817015223, 0.178895371759033, -0.3074557796670428, -0.7728991404501373, -0.1831999913772054, 0.523961473202145]",[]
8,False,15.051460266113281,15.051460266113281,0.0,0.0,2026-02-25T02:02:33.065261+00:00,106.59807109832764,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0620664992971213, 0.0664012053843841, 0.3599198656943693, 0.4366291655991218, 0.68001403145002, 0.5879611189748529, -0.0351797008677547]",[]
9,False,15.025001525878906,15.025001525878906,0.0,0.0,2026-02-25T02:02:48.090549+00:00,121.6233606338501,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2954785714530106, 0.1330519929547787, 0.1193597674840028, 0.1791170342356581, 0.93583065418044, -0.0161757699868443, 0.3031112324018435]",[]
