max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.3481852301437643,0.042752867731758536,0.06260070110960872,0.06260070110960872,0.8412195208652075,0.06226564252158368,0.5497992466344206,0.4973,2.0108586366378445,7.823577639985986,1.363413268819105,0.010919775496113554,0.029992135084937786,86.2384002031594
