planner_name,planning_time,attempts,states_explored,node_count,tree_depth,success
RRTConnect,0.04729175567626953,1,95,38,19,1
RRTConnect,0.04388999938964844,1,110,44,22,1
RRTConnect,0.026770830154418945,1,120,48,24,1
RRTConnect,0.033013105392456055,1,105,42,21,1
RRTConnect,0.04476141929626465,1,120,48,24,1
RRTConnect,0.03304648399353027,1,105,42,21,1
RRTConnect,0.055771589279174805,1,0,0,0,0
RRTConnect,0.03815150260925293,1,130,52,26,1
RRTConnect,0.02145099639892578,1,170,68,34,1
RRTConnect,0.03296709060668945,1,0,0,0,0
RRTConnect,0.01883673667907715,1,95,38,19,1
RRTConnect,0.0418856143951416,1,155,62,31,1
RRTConnect,0.03694915771484375,1,0,0,0,0
RRTConnect,0.04336690902709961,1,75,30,15,1
RRTConnect,0.019321203231811523,1,40,16,8,1
RRTConnect,0.03572511672973633,1,120,48,24,1
RRTConnect,0.03906536102294922,1,120,48,24,1
RRTConnect,0.05407428741455078,1,125,50,25,1
RRTConnect,0.056917428970336914,1,160,64,32,1
RRTConnect,0.04630756378173828,1,90,36,18,1
RRTConnect,0.040167808532714844,1,95,38,19,1
RRTConnect,0.04214024543762207,1,115,46,23,1
RRTConnect,0.04274439811706543,1,185,74,37,1
RRTConnect,0.04641366004943848,1,125,50,25,1
RRTConnect,0.04109454154968262,1,120,48,24,1
RRTConnect,0.04072833061218262,1,150,60,30,1
RRTConnect,0.02637457847595215,1,115,46,23,1
RRTConnect,0.040917158126831055,1,120,48,24,1
RRTConnect,0.03584909439086914,1,170,68,34,1
RRTConnect,0.12582898139953613,1,0,0,0,0
RRTConnect,0.05890345573425293,1,160,64,32,1
RRTConnect,0.05387544631958008,1,90,36,18,1
RRTConnect,0.04873943328857422,1,75,30,15,1
RRTConnect,0.05109596252441406,1,120,48,24,1
RRTConnect,0.05301785469055176,1,115,46,23,1
RRTConnect,0.03339099884033203,1,85,34,17,1
RRTConnect,0.057528018951416016,1,130,52,26,1
RRTConnect,0.09147071838378906,1,0,0,0,0
RRTConnect,0.03299427032470703,1,85,34,17,1
RRTConnect,0.06659674644470215,1,0,0,0,0
RRTConnect,0.027855873107910156,1,110,44,22,1
RRTConnect,0.08185648918151855,1,0,0,0,0
RRTConnect,0.054445505142211914,1,120,48,24,1
RRTConnect,0.04878497123718262,1,120,48,24,1
RRTConnect,0.048293352127075195,1,90,36,18,1
RRTConnect,0.044065237045288086,1,0,0,0,0
RRTConnect,0.06572461128234863,1,0,0,0,0
RRTConnect,0.07535743713378906,1,0,0,0,0
RRTConnect,0.07065033912658691,1,0,0,0,0
RRTConnect,0.043186187744140625,1,100,40,20,1
RRTConnect,0.03708529472351074,1,120,48,24,1
RRTConnect,0.024806499481201172,1,120,48,24,1
RRTConnect,0.03137493133544922,1,0,0,0,0
RRTConnect,0.04713892936706543,1,85,34,17,1
RRTConnect,0.029490947723388672,1,130,52,26,1
RRTConnect,0.04667091369628906,1,125,50,25,1
RRTConnect,0.06922483444213867,1,0,0,0,0
RRTConnect,0.051404476165771484,1,125,50,25,1
RRTConnect,0.024068117141723633,1,120,48,24,1
RRTConnect,0.023921728134155273,1,95,38,19,1
