manipulability_min,manipulability_max,manipulability_mean,manipulability_variance,condition_number_mean,isotropy_mean,kci_mean,ldi_mean,gdi,workspace_coverage_index,singularity_ratio
8.965711494118652e-08,0.003159893587643044,0.0012072500162501546,8.546131256302513e-07,33.01367658571962,0.2569576585264827,0.2569576585264827,0.38205400997400013,0.38205400997400013,0.560123319728113,0.1382
