duration,joint_length,cart_length,efficiency,curvature,smoothness,jerk,energy,cost,deviation
1.80024508,2.159889815789964,0.343111407561669,0.8452644925327342,0.008673347207542615,1200998719.7193584,2213692.58673553,3.4445166901470254,2.272957296345391,0.05309151776686272
3.422638548,3.1674382839089823,0.35577309745875696,0.5705894192673089,0.5711271209087743,1497.5544787971135,205.85170702612115,3.4838534343893226,3.332801419641458,0.15277273238883315
1.694884977,1.59498888474908,0.23704128755111137,0.9201280020947806,1.3478895913079515e-13,117.08995337216433,33.28508205834829,1.99468602055931,1.714886748811494,0.018932961222732858
1.7233255060000001,1.7476466868055456,0.21255701955150913,1.3065162414834932,1.255471971871049e-11,771.052807583057,165.858592585977,2.3555357606101266,1.8594960292442437,0.06515217873386198
2.112201733,3.0925599041322673,0.3763242036083035,0.7711272148919891,7.203407073443938e-10,8337.47026437456,817.5620378714028,6.024266150332943,3.286757884919496,0.08613036858338657
2.351140868,2.1154063059105184,0.20469750117121852,1.2900317223971893,1.1653406980675707,356.6601611581972,36.90430415993021,2.5407506537254756,2.294769000309303,0.05936876883508921
1.65040505,1.8386755062405309,0.24669585061389607,0.9900913525548433,1.759189710090931e-12,196.36618229391107,37.181361369400356,2.721690636497311,1.9399703497956748,0.0024444222099161417
2.254390241,3.0146949689947236,0.4751066553444856,0.6327078697119769,4.666382939528145e-12,144.0338847394716,33.122975966086905,5.3650451890108855,3.180643121800067,0.17450293555549368
1.3804380950000001,1.1852929865782864,0.16608920798425444,1.7919739818246425,2.769020302287291e-13,127.83310198335491,29.270777311901238,1.3500527230465365,1.296302977240622,0.1315383313853912
1.662070508,1.526303581433872,0.20121695481898227,1.3534246099053642,4.787232705232966e-13,118.45766078733294,31.5611091088062,1.8624494336568038,1.6478395225049096,0.07111502376324408
1.915549922,1.8854923647130213,0.03673604263518327,7.329827417795453,1.4395536469052566e-11,2102.905015300443,358.93156312446706,2.4681026928792504,2.014037453261059,0.2325328098934858
2.933995409,3.3894133431452307,0.44064853914054697,0.6346479181091573,0.4168604737292743,737.7979201978764,87.60357956678709,4.937103023956839,3.5167841056494606,0.1609918611571573
1.9521625,2.6442166121528725,0.36451093382091737,0.4108912556799227,7.172307195276068e-13,200.409885967011,37.85483135950011,4.763444679817922,2.7912405808247334,0.21473657851417943
2.047754507,2.372232442463194,0.2857275085569944,0.9778259440284903,1.2786418162245753e-12,144.6491490666837,30.85498303628824,3.655755521915752,2.499145884168428,0.006335737767342808
1.60285468,1.7153630616381486,0.19670227178052985,1.053831902839065,3.8921422694928614e-07,723525.1052133632,15918.61365993795,2.438182091227687,1.814923514900797,0.01058885758271283
4.423123417,4.696868943312086,0.38782328208847916,0.40657862713155674,0.7977339066857252,1392.7187584173676,188.89127332417996,6.15400713874766,4.878798371874367,0.23014262448729084
1.657107982,1.654757951142952,0.0806691805851398,3.729622639188151,6.207933067885251e-13,145.05935892870286,33.93915899430302,2.1956195249547332,1.7638702782481275,0.22019642160995487
1.507602936,1.457076773122897,0.12315058276643565,2.5354350333782665,7.632193909738043e-10,32089.613349189898,2049.4349381956813,1.8698448133514085,1.5598408463194406,0.18908971916053507
1.7184226420000002,2.5176236118917306,0.3700966420814862,0.8242910628803617,3.8221667992969647e-10,3367.9163149675915,409.85220507661467,4.902215754716044,2.674861652499901,0.06502928761168514
1.925143416,2.2663300041326746,0.193479119959165,1.4171529450995857,2.921223859852817e-11,666.6273024323083,144.813367640441,3.5481585920505885,2.3862210864631876,0.0807103847062417
1.8355414680000002,2.5703290393026603,0.26196627399544514,1.1959199501804516,1.4108394580933383e-11,413.61492053632566,77.85747642708832,4.78520865245107,2.7193899334112785,0.051324419350146144
3.550846325,3.4203997268166257,0.3689462810970519,0.4877350689243966,0.9485451110628969,661.9780404319622,42.2150975481531,4.041057407906063,3.5967099023078632,0.1889982412567815
2.153548446,2.5486583213395764,0.40045563730656525,0.41828656511710693,1.83470012063977e-12,122.83284844696115,29.820869302802624,4.01331363364847,2.6835454336655244,0.23295042429582008
3.000321404,3.2108700048259267,0.34482802756328024,0.5221553676761684,0.31597993280907927,413381517.54310304,1134095.7317896402,4.3061168339532125,3.3456999303210133,0.1647742220459277
1.7122779220000002,1.8474836128341676,0.13009760935355638,2.2454476639746916,5.431138791626488e-10,6753.5783250122595,733.3673392340576,2.64920419852936,1.9537454536395393,0.16202976365807878
2.102898852,2.4113560186216874,0.26731350200776594,1.0570553176637683,6.945817237473987e-07,460454.7104794859,12601.642700469054,3.6787152125680413,2.5414449907622836,0.015251656772867439
1.697027848,2.2624291032535204,0.432304992869003,0.676027115838161,1.5900986849958195e-13,234.477250236644,47.12164551735349,4.008305457385505,2.3854438719785094,0.14005509537733413
1.533139376,1.55127533013819,0.09548577736042062,1.7407557896137795,3.4756272849680477e-12,374.09140446798807,80.3596005269129,2.0844467253036796,1.6506552275160118,0.07073164240550393
1.945475547,2.009356263676168,0.1577812896291752,1.781009574191414,5.197301894046617e-13,136.46824743543192,29.657541804475827,2.7601143206125913,2.1339555883929857,0.12322869782865431
3.667027097,4.184629449258401,0.34937875646383554,0.8670209026690687,0.8225645010940813,270.4645427286391,29.22476358023065,6.522548886201333,4.4451723957436275,0.046460071661164115
1.480378553,1.5970823306163975,0.17013932617945016,0.6229778955808194,2.0625914598610604e-13,200.98082325991487,43.16426020191059,2.2875242778219826,1.6884892090109556,0.06414628680063768
1.97781095,2.1181189872852864,0.27284291353963464,1.0189446782148923,2.2429170322872555e-14,97.78725029444277,25.93165732593152,3.016941005058129,2.2417601759257404,0.005168921200222054
3.315427662,3.5446717715766796,0.44047901915846227,0.36446625318909465,0.3644961943896095,3738.7134374949,461.4037271510097,4.731914414878121,3.6904226564062963,0.2799392814373701
2.481849133,3.194505308948005,0.5892672421588776,0.3410091384909986,2.44529486241976e-13,101.80974957002074,30.77578023445195,5.473845638387433,3.3653109044566887,0.3883217275693121
2.249678907,3.116734269235693,0.36247943500422836,0.8384686534822948,2.4657985315147128e-12,165.37802950191167,33.83101438501226,5.746309510610208,3.295827172616319,0.058551791221210014
2.6293624429999998,2.7112616111313037,0.27181877559489154,1.0118087262357618,0.4035052233107517,1279.0843817734553,140.28413029367127,3.3646157349312573,2.8091727686387733,0.003209833506740034
1.596152738,1.536407324359183,0.18435056967842067,1.3327534575972495,3.480636005780118e-14,116.52463576305682,25.032096078070694,1.964161447593054,1.645856314462284,0.06134328947051715
1.452203445,1.2046745666025642,0.04747210797066442,4.300427447708275,1.4640900274129163e-13,137.03392547144495,31.664240937047232,1.326490530485329,1.3280493107380917,0.15667824814695164
1.419251578,1.584072388004699,0.16122904567584054,0.8771122490292149,1.3428460015646096e-11,2463.0989167737725,342.6794559251962,2.3459027761528417,1.6705101416324482,0.019813074814270026
1.895051301,2.8568452779754954,0.32302124652105696,0.9646159488084308,1.4056526733191647e-13,240.36303380816648,47.69154332664676,5.727086605847187,3.046175952759636,0.011429800322865558
1.64330798,2.135043844012786,0.19310372491290786,1.60243413064731,6.663942456075635e-12,316.2311103032638,47.7953196986118,3.68545018750911,2.2484307671069366,0.11633227464266496
1.807190891,2.6038286781793594,0.23943369038672127,1.3092718758421107,1.8673686938113167e-08,59102.443193330306,2861.9368689226244,4.986937885924699,2.7617954048566835,0.07405010656570041
1.6767300870000001,2.0911865334961934,0.3730925299337944,0.7688660592536225,6.774782730790409e-13,209.3960868936572,43.82366554503099,3.4658099173360735,2.200328631665692,0.08623434670663371
1.683834671,1.701070503474181,0.4008934312124469,0.6850304818951337,2.247718993186289e-13,136.3071038087093,35.68417478532288,2.283689559372795,1.8106999816642317,0.12626921084039078
2.793359139,3.3989375279401366,0.5302517426821534,0.5481164525101654,0.6556115292625236,283.3312348966435,32.453073959268,5.745474523628535,3.626013571501762,0.23961203854587843
2.314881794,3.3035944769123446,0.3866082988650926,0.1763383755063504,3.6969212313135645e-10,3485.3601887672116,473.883221754323,6.274835655179371,3.5023576394008122,0.3184344194859486
1.7244369160000002,2.023556197546754,0.27273066050237227,0.8518570102930848,2.3100314745600724e-12,897.4843368136106,172.21371381536636,3.155984614808457,2.1303941683803935,0.040403135431563125
1.287083008,1.032192013241701,0.19078706438955995,1.4086829630017355,2.1076130046982013e-13,147.15093746757088,37.17722724669848,1.0975269630338755,1.1472154011034557,0.07797142277712826
2.781535498,3.0414502314557694,0.28980521784984264,0.8970635342734814,0.8587032556755105,253.69368656565493,31.018478168850592,4.755113219550131,3.280216935692334,0.029831524874566584
1.647596064,1.577456603332632,0.18856138307074607,1.1166977463265595,1.7711646193442155e-12,153.1227105894228,31.67491165534261,2.0066622676833865,1.69135352046973,0.022004688448575116
1.694850605,1.9624925678763165,0.3328917174757467,0.8276298052516406,1.6326399664954546e-13,177.27711486212837,40.95552552330833,3.0198408333390496,2.0669054358183367,0.05738061017141027
2.47350746,3.095227083456028,0.3911101458716811,0.7057876085074709,7.563347343025419e-14,96.98509491671965,29.64401075039438,5.156184358965511,3.258730689175514,0.11506945135389918
1.283004575,1.298914316179326,0.16615446065738718,1.8322153844698876,1.377045355439707e-13,235.73979903117,46.88928585414777,1.743511361675106,1.3814698288067517,0.1382762983573743
1.2049320350000001,1.1615517074713024,0.07959194474484839,3.543487520630206,4.44718888193074e-09,193080.95063321988,6253.537591506892,1.4827419031984956,1.2431418776282201,0.2024411182012108
