manipulability_min,manipulability_max,manipulability_mean,manipulability_variance,condition_number_mean,isotropy_mean,kci_mean,ldi_mean,gdi,workspace_coverage_index,singularity_ratio
3.9409441774239387e-07,0.004677596970174191,0.0017983730300480296,1.3698697094673637e-06,12.499468520375045,0.2269016512452893,0.2269016512452893,0.38446515198188597,0.38446515198188597,0.5497992466344206,0.0553
