planner_name,success_rate,failure_rate,avg_planning_time,planning_time_variance,avg_attempts,avg_states_explored,avg_node_count,avg_tree_depth,robustness_score
RRTConnect,1.0,0.0,0.051615296125411984,0.0035011973429645853,1.0,100.245,40.098,20.049,19.373726421018326
