max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.31488955394887314,0.042841689073804215,0.04532827580488254,0.04532827580488254,0.6722453943074622,0.04512163814674785,0.5654597654951621,0.4133,2.4195499637067504,7.78601924727877,1.2741131019671312,0.009549603392045898,0.02097400643596766,83.28843511995045
