manipulability_min,manipulability_max,manipulability_mean,manipulability_variance,condition_number_mean,isotropy_mean,kci_mean,ldi_mean,gdi,workspace_coverage_index,singularity_ratio
4.5589352743206703e-07,0.004677596970174191,0.00175190029798094,1.4527115777240715e-06,11.53554123864941,0.2495033702248604,0.2495033702248604,0.37452997963518436,0.37452997963518436,0.5374659864514727,0.0555
