max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.31488955394887314,0.03431486972282547,0.05613176177583256,0.05613176177583256,0.7247545001904515,0.0547038874510517,0.5611511141324086,0.467,2.1413276231263385,7.806463133359703,1.1695814024374833,0.010323708176773526,0.026347639532710843,84.49004566840195
