x,y,z
0.0807667805019025,-0.19785738573737016,0.40666162266630473
-0.00327300977624084,-0.3998221795151276,0.03671644640535553
-0.07359511158420562,0.2308418932938572,-0.1947108034994151
0.40591887389775483,0.07342791872044513,0.15576771401482117
0.013522747797355654,-0.4095899547247994,0.08557812382779682
-0.3509499519471623,-0.18020879142153065,0.009448180866809866
0.0916695436310575,0.3704325754025675,0.2065815090285584
0.368601016627369,-0.1954255496837214,0.11684275008737394
-0.11574272498644397,0.07715991728720824,-0.23000576507333736
0.10176063589333051,-0.1536734559613099,0.4253100084734269
-0.05065306637632844,0.34597464703433983,0.25784900170684566
0.2465908199625997,0.021591970746739058,-0.20574201700206257
0.11026463584554103,-0.39258463646405817,0.05240200364470557
-0.032705150542055,0.2994604464593299,0.3413208541500088
-0.3162012525863337,0.22567439793029342,0.1383914899057081
-0.30226291170458297,0.2643027986263711,0.06599455213727888
-0.1567103119634677,-0.3593658218768221,0.07540794935481954
-0.173272229748436,0.33938567204755055,0.2027784714042414
0.2404087414644371,0.18990469850204836,0.34258792736699767
0.4094902284814186,0.029656374834084114,0.1092772052847225
0.187172233160047,-0.3398561983775587,0.15033906793753726
0.051687267397225664,-0.40168241347332845,0.14296052999940334
-0.14887692987727755,0.3580971691512522,0.10859251946337532
0.07677031635650121,0.2692289425220352,-0.159273191435178
0.06343886491433856,0.3946531720345139,0.10247696736022913
0.3427283436067481,0.0393372084176773,-0.14866852599284022
-0.21703901957188249,-0.3184796322677774,0.008629014935351492
-0.1732009833849033,0.33213169786580293,-0.011682784943520333
0.12522214641860044,0.09225145224607824,-0.2124382634220957
0.048760297287924456,-0.006337604763250659,0.46915451502070366
0.05549736832224489,0.19338886938665795,-0.2071079881777241
0.03706799091011,-0.18406821838921508,-0.20625395462377438
-0.3333754918106465,-0.15579536684525663,-0.04085075094011305
0.2501420976249337,0.07818971744435455,0.38380416776392134
0.37311598975666543,0.03504208935148545,-0.09338058802659599
0.2523846525664535,-0.3053546348823604,0.16637167809319314
-0.12897905921184,-0.3378838328593075,0.24607703958644817
0.09189256129719896,0.3022533623251174,0.32776073812235773
-0.29198394536678307,0.02058070684218407,-0.16614963157196438
0.4164980795633245,-0.06144114039068545,0.04374838588347513
-0.1041916528616989,0.15212333239534578,0.42402057283806566
0.030643508632396847,-0.3514240021257289,0.27268774655729217
-0.021317924726934848,-0.38536968581052083,0.010457815892630097
-0.27311571770124676,0.16792144904666662,0.29414848402952476
-0.32956292194438874,-0.13917088311239345,-0.04919682753030527
-0.1758448118944948,-1.517799109608604e-05,0.41663266326006915
0.30002048669704207,0.18943833607815283,0.27072967822780736
-0.2554884754165909,0.3122310947533775,0.06495335195813434
0.3860479367080186,0.11385447475615292,0.03833941906271571
0.3806262780696554,0.029123053413062608,0.2357902375237314
-0.32840546199993703,-0.052779067659974234,0.28807275820029954
0.24679701182728098,-0.229721879280178,-0.12311890798489046
0.0846968143430288,-0.1313545205793155,-0.2195450586513032
0.28425822291092495,-0.064197781435899,0.3640422092837635
0.3391445321739882,-0.1975974320318358,0.2055197093510805
-0.09348048269091394,0.006683107444006949,0.4554481613105432
-0.1017882639309611,-0.033186341968186775,0.45315539989694076
0.020418627524731853,-0.38236100919432464,0.18547480943281355
0.37216482270777296,-0.0748601729256094,-0.09959097040541245
0.24864836874767368,0.14147554877894125,0.36305709385029983
-0.06569540026683171,0.39368505790797537,0.04642487255548798
-0.24862129530659186,0.12487813898141276,-0.16486093158246282
-0.22309705374953348,-0.26443612110437553,-0.09083253309620362
-0.23781102703863016,0.2678222963062521,-0.051567805057683616
-0.26005852844880184,-0.09673657950792924,0.355388520296922
-0.3045891669517756,0.24234614996756276,0.034228741055610044
-0.03710859339852748,-0.24783645862091896,0.38507976768556346
