max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.3481852301437643,0.012894744931864826,0.08055944587810093,0.08055944587810093,0.9190155973307808,0.07722059541619782,0.539063806909993,0.5573,1.7943656917279742,7.829731696304023,1.2627454861456813,0.01186899597506655,0.038794511899608475,86.68148180284057
