planner_name,planning_time,attempts,states_explored,node_count,tree_depth,success
RRTConnect,0.21036028861999512,1,95,38,19,1
RRTConnect,0.13537192344665527,1,125,50,25,1
RRTConnect,0.09436655044555664,1,70,28,14,1
RRTConnect,0.14896583557128906,1,125,50,25,1
RRTConnect,0.08541059494018555,1,70,28,14,1
RRTConnect,0.042908668518066406,1,85,34,17,1
RRTConnect,0.07307147979736328,1,95,38,19,1
RRTConnect,0.14831829071044922,1,80,32,16,1
RRTConnect,0.23044323921203613,1,125,50,25,1
RRTConnect,0.23583197593688965,1,90,36,18,1
RRTConnect,0.1644432544708252,1,130,52,26,1
RRTConnect,0.0922849178314209,1,110,44,22,1
RRTConnect,0.15755176544189453,1,95,38,19,1
RRTConnect,0.07285714149475098,1,95,38,19,1
RRTConnect,0.05401349067687988,1,85,34,17,1
RRTConnect,0.07685256004333496,1,120,48,24,1
RRTConnect,0.0552058219909668,1,85,34,17,1
RRTConnect,0.06602692604064941,1,125,50,25,1
RRTConnect,0.06475639343261719,1,125,50,25,1
RRTConnect,0.09096169471740723,1,80,32,16,1
RRTConnect,0.09523415565490723,1,120,48,24,1
RRTConnect,0.06613588333129883,1,100,40,20,1
RRTConnect,0.07234954833984375,1,80,32,16,1
RRTConnect,0.0656130313873291,1,80,32,16,1
RRTConnect,0.08453726768493652,1,115,46,23,1
RRTConnect,0.08639836311340332,1,65,26,13,1
RRTConnect,0.07803726196289062,1,120,48,24,1
RRTConnect,0.05850958824157715,1,95,38,19,1
RRTConnect,0.04265546798706055,1,95,38,19,1
RRTConnect,0.04409956932067871,1,100,40,20,1
RRTConnect,0.05051922798156738,1,110,44,22,1
RRTConnect,0.02210402488708496,1,110,44,22,1
RRTConnect,0.03143501281738281,1,80,32,16,1
RRTConnect,0.03589296340942383,1,105,42,21,1
RRTConnect,0.050562381744384766,1,120,48,24,1
RRTConnect,0.03161787986755371,1,115,46,23,1
RRTConnect,0.04586911201477051,1,130,52,26,1
RRTConnect,0.03841733932495117,1,115,46,23,1
RRTConnect,0.04502534866333008,1,105,42,21,1
