max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.31488955394887314,0.006958436492801818,0.056028951838894905,0.056028951838894905,0.7239610003477869,0.05582739247437348,0.560123319728113,0.459,2.178649237472767,7.793677273066688,1.2775299686479553,0.010291702652008287,0.026905282370938827,86.43657730193422
