planner_name,planning_time,attempts,states_explored,node_count,tree_depth,success
RRTConnect,0.05124545097351074,1,100,40,20,1
RRTConnect,0.036090850830078125,1,100,40,20,1
RRTConnect,0.04033017158508301,1,60,24,12,1
RRTConnect,0.03082418441772461,1,95,38,19,1
RRTConnect,0.07633280754089355,1,0,0,0,0
RRTConnect,0.02982616424560547,1,85,34,17,1
RRTConnect,0.05011248588562012,1,115,46,23,1
RRTConnect,0.03847789764404297,1,125,50,25,1
RRTConnect,0.025314807891845703,1,70,28,14,1
RRTConnect,0.0525822639465332,1,125,50,25,1
RRTConnect,0.03875875473022461,1,85,34,17,1
RRTConnect,0.04247879981994629,1,95,38,19,1
RRTConnect,0.04000210762023926,1,90,36,18,1
RRTConnect,0.0768895149230957,1,85,34,17,1
RRTConnect,0.04113602638244629,1,95,38,19,1
RRTConnect,0.04007601737976074,1,80,32,16,1
RRTConnect,0.038518428802490234,1,105,42,21,1
RRTConnect,0.054906368255615234,1,65,26,13,1
RRTConnect,0.05034947395324707,1,95,38,19,1
RRTConnect,0.036332130432128906,1,105,42,21,1
RRTConnect,0.029004812240600586,1,95,38,19,1
RRTConnect,0.04330134391784668,1,100,40,20,1
RRTConnect,0.04126691818237305,1,130,52,26,1
RRTConnect,0.05395650863647461,1,100,40,20,1
RRTConnect,0.05144381523132324,1,90,36,18,1
RRTConnect,0.04265785217285156,1,110,44,22,1
RRTConnect,0.04641842842102051,1,85,34,17,1
RRTConnect,0.05732154846191406,1,115,46,23,1
RRTConnect,0.022294044494628906,1,115,46,23,1
RRTConnect,0.061452627182006836,1,85,34,17,1
RRTConnect,0.04765129089355469,1,90,36,18,1
RRTConnect,0.0451352596282959,1,65,26,13,1
RRTConnect,0.03303790092468262,1,90,36,18,1
RRTConnect,0.056311845779418945,1,125,50,25,1
RRTConnect,0.05915069580078125,1,85,34,17,1
RRTConnect,0.05753278732299805,1,80,32,16,1
RRTConnect,0.9967124462127686,1,105,42,21,1
RRTConnect,0.12839555740356445,1,100,40,20,1
RRTConnect,-1.9076542854309082,1,0,0,0,0
RRTConnect,0.04265952110290527,1,60,24,12,1
RRTConnect,0.06057024002075195,1,95,38,19,1
RRTConnect,0.049431562423706055,1,110,44,22,1
RRTConnect,0.14164400100708008,1,85,34,17,1
RRTConnect,0.14826130867004395,1,120,48,24,1
RRTConnect,0.12433934211730957,1,130,52,26,1
RRTConnect,0.11979389190673828,1,120,48,24,1
RRTConnect,0.09324884414672852,1,100,40,20,1
RRTConnect,0.14412450790405273,1,130,52,26,1
RRTConnect,0.08913850784301758,1,100,40,20,1
RRTConnect,0.14135527610778809,1,80,32,16,1
RRTConnect,0.14254426956176758,1,130,52,26,1
RRTConnect,0.06607723236083984,1,70,28,14,1
RRTConnect,0.12962031364440918,1,80,32,16,1
RRTConnect,0.08505010604858398,1,60,24,12,1
RRTConnect,0.09534597396850586,1,95,38,19,1
RRTConnect,0.08550786972045898,1,120,48,24,1
RRTConnect,0.06442952156066895,1,125,50,25,1
RRTConnect,0.0577242374420166,1,60,24,12,1
RRTConnect,0.049833059310913086,1,130,52,26,1
RRTConnect,0.7599620819091797,1,0,0,0,0
RRTConnect,0.03794693946838379,1,90,36,18,1
RRTConnect,0.024898290634155273,1,90,36,18,1
RRTConnect,0.059082984924316406,1,90,36,18,1
RRTConnect,0.044309139251708984,1,125,50,25,1
RRTConnect,0.05825090408325195,1,75,30,15,1
