j1,j2,j3,j4,j5,x,y,z,roll,pitch,yaw,qx,qy,qz,qw
0.03409800108868177,-0.0660433439597512,-0.3812467645488531,0.8481770485624807,-2.855598135306974,0.2859961844911531,0.009346344727538872,0.18019529301824283,-2.8555981353069737,0.4008869400538766,0.03409800108868177,0.970318798559231,-0.011833941302565695,-0.19942400614801836,-0.13627711754984032
-1.5366983257062146,-1.066043343959751,-0.9612467645488534,-0.20039438000894738,2.853492773783936,0.00339224182789778,0.25234388040805567,0.380017039777158,-0.28809987980585705,-0.9139081650722415,1.6048943278835788,0.22444882204596517,-0.3960793882304178,0.594584029262279,0.6627319794965608
-0.7513001623087665,0.6006233227069151,-0.4972467645488532,-1.2489658085803756,0.5698564101475712,0.2175548324152002,-0.19199395731846441,0.2840353070635449,0.5698564101475712,-1.1455892504223137,-0.7513001623087665,0.028927565660863023,-0.5705270995404372,-0.1541670178044632,0.8061603781234791
2.390292491281027,-0.39937667729308446,-1.0772467645488533,0.17409541590941968,-0.5719617716706109,-0.007203153180594776,0.017936281666625562,0.46400457126627176,-0.5719617716706109,-1.3025280259325183,2.390292491281027,0.45870659119799423,-0.422079103372406,0.6470727776232442,0.4390151639144162
-2.714795570802387,-1.3993766772930842,0.6627532354511478,0.6983811301951335,-0.0010526807615196532,-0.10561506220279163,-0.05348546120052107,0.194382856004526,-0.0010526807615196532,-0.03824231164680292,-2.7147955708023868,0.0187977350034407,0.0035349729229956902,0.9771401471167759,-0.2117339888109126
1.9975934095823025,-0.8438211217375289,-0.7292467645488532,1.746952558766562,1.2964679803955055,-0.019925923181063586,0.07020542324099392,0.2589075535220798,1.2964679803955057,0.1738846724801797,1.9975934095823027,0.2673994531381556,0.5432217565446253,0.6393493349557893,0.4739621119557733
1.2121952461848542,0.4895122115958044,0.43075323545114785,-1.3987617269477226,3.0091952531227792,0.11660441788481662,0.2790890691766081,0.1359497035489375,3.0091952531227792,-0.47849627990077037,1.2121952461848546,0.8056483442417821,0.5393426459585107,0.23094567476650724,-0.0818801012309474
-0.35860108061004237,-0.5104877884041956,-0.1492467645488531,-0.125496420825274,-2.1289865650590407,0.17041878478343472,-0.05937640199661451,0.3716724309074821,-2.1289865650590407,-0.7852309737783226,-0.3586010806100428,0.8281374693129406,0.03846943402442162,0.4091471046190209,-0.3811916595987784
-2.911145111651749,-0.17715445507086236,-0.6132467645488531,-0.6497821351109883,1.8673770713045967,-0.09419842375342705,-0.024915795166400537,0.43598642737698606,1.8673770713045956,-1.4401833547307037,-2.9111451116517477,-0.3202179360872103,-0.6453620692258688,-0.3832848005976342,0.5779801334331345
0.23044754193804406,-1.1771544550708621,-1.1932467645488534,-1.1740678493967023,0.7255588894864147,-0.32354186362415627,-0.0787233185609498,0.15465161945880368,-2.416033764103379,0.4028764154266249,-2.911145111651749,-0.03478079913118622,0.9180990940098006,-0.32388729056391663,0.2257905502923989
1.8012438687329402,0.04506776715135974,-0.03324676454885256,0.923075007746154,0.15464979857732386,-0.04475180293380092,0.24189282246397098,0.05649929789783807,0.15464979857732397,0.9348960103486612,1.8012438687329402,-0.3092603570430654,0.33309298561465533,0.6759264891397213,0.5801124682121225
