j1,j2,j3,j4,j5
-1.0887759356436075,-0.7834644687882832,-1.2563507645488534,-0.3242052921288976,0.447181729456362
0.0985251941798788,-0.7189925895015895,-1.3918387645488532,-1.0578995861730454,-2.290694098697453
0.2488553113926719,-0.0454672122725083,-0.9129907645488532,0.1037830460635222,0.4707730142046711
2.067389535431099,-0.6171788415973064,-1.016741164548853,-0.6041446031302662,-0.3793711016344114
-0.2389505791549622,-0.9851105593232627,-1.3083187645488532,-0.3532473579348119,0.1971141111242813
-0.9016302795215592,-0.4830529461545387,-0.184510764548853,0.684624362181806,-2.478137579334022
1.1853505823968558,-0.708933147343382,-0.7303603645488531,1.4868841348955557,-2.447683375386204
2.8573896411922046,-0.8099848162962852,-0.8296563645488533,0.721964161075124,-2.2070522709534464
0.3270883315748394,-0.2407118396159013,-0.8749427645488533,-1.6182149309698564,0.0984596476313499
1.023515609274921,-1.082961496680373,-1.3807027645488532,-0.2150245936104229,-0.9489933951935944
-0.5879312083989454,0.2128775522450956,-1.0932083645488533,0.3725859258160053,-0.4698758485779253
0.6783699320006513,-1.0056866910105056,-1.1171507645488532,-0.9982869247819584,-1.1664621473280117
-0.0878534715482266,-1.0322070385185074,-0.7368563645488532,-0.476403185863651,-0.3386225188873313
-1.1562710903105755,-0.2594589818198336,-0.0239667645488526,-0.1407817186178603,2.070262120140059
-2.282212988618636,-0.9288691327114658,0.1486412354511475,0.6861528919610647,2.0972848644881226
-2.573669338316908,0.3372488371102076,-0.645726764548853,-0.0337846340697554,1.3011862373451677
-2.1318828714058435,0.0162611827892198,-1.0865267645488532,0.276506911119748,-1.496740133804345
-1.857300310374313,0.2572305472153742,-0.079832364548853,-0.8478359222235007,-1.0292037633378466
1.88791378324848,0.2924385947691008,-0.5150643645488533,-0.4427755307199608,-0.9236863806454076
3.0959236537084216,-0.8822299008870488,-1.1867507645488533,1.5803428128273704,0.0319751178861151
1.755991435490314,-1.0395229964517492,-1.357688364548853,-0.3198380641881588,-2.43267073963728
-2.516912049165139,-0.9947127541106427,-1.393694764548853,-0.1224393612667567,-1.578237299298505
0.2918067734534695,0.4812817589209071,-1.383486764548853,0.8160779231980488,-0.4445688340297393
-3.020057747591629,-0.4327557353635005,-0.2012147645488531,-0.0713427943601106,1.3612367803408645
-2.846717918560552,-0.8383341532875974,-1.3686387645488531,1.863120821990219,-0.4222643466313371
-0.4130573985799826,-0.1108535863008579,-0.4315443645488532,0.5629970640322253,-0.588690137219412
2.243030335644005,0.1438331992501251,-0.6828467645488532,0.3024919173671454,-2.1808873915053213
2.9072440167984874,0.0322648407681864,-1.3194547645488532,1.065228277217208,-0.9082448124465144
-0.3026107818522163,-0.0697013229263723,-1.1553843645488533,0.2824026688397458,-2.0466315346649417
-1.8703391470713413,-0.2974105135985261,-1.0180403645488534,-1.3485386056292243,-0.5831140153698118
1.8541662059149957,0.1826992257704727,-0.9168883645488533,0.2900453177360389,2.342205293420572
1.785904060854084,-0.676468584014621,-0.9324787645488534,-1.1969957960855817,0.101462174781135
-1.5589410471305565,0.1003946990215012,-0.265061164548853,-0.1685136160415528,-1.4748645788559125
-2.1740673430726987,-0.9087502483950506,-0.8110963645488533,-1.0434877339686068,1.440160351135209
0.1376417042709627,0.2127251364548197,-0.0924531645488531,-1.0402123130130527,1.960884345397896
2.889603237737803,-1.0369319280170592,0.0151948354511473,0.8846434018676514,-0.7049308311610831
0.8271660684255586,0.410865663813454,-0.8239027645488534,0.0096692839405974,1.7498495800130178
1.392437988761417,0.3869363847401419,-0.003365164548853,-1.3301962482781209,-0.3699345877350875
-2.029106158617505,-0.018489617393679,-0.2949427645488529,-0.4198475840310809,1.3959803087883746
-3.0630092096524275,-0.7907804267215252,-0.3088627645488531,-1.4837043103950958,0.2996289666669347
