planner_name,success_rate,failure_rate,avg_planning_time,planning_time_variance,avg_attempts,avg_states_explored,avg_node_count,avg_tree_depth,robustness_score
<<<<<<< HEAD
RRTConnect,0.942,0.05800000000000005,0.07871256446838379,0.05592542959648803,1.0,94.135,37.654,18.827,11.967441779089615
=======
RRTConnect,0.826,0.17400000000000004,0.047022175073623655,0.005921069545052022,1.0,90.2,36.08,18.04,17.565806619964327
>>>>>>> 8c5b3af330cb859a3328a6355f3b194c5318c1a7
