ik_success_rate,ik_failure_rate,ik_mean_time,ik_solution_count_mean,ik_singularity_rate,ik_residual_mean,ik_iterations_mean
0.9993,0.0007000000000000339,0.012046135544776916,0.9993,0.0007,1.0000000000000002e-06,0.9993
