max_reach_radius,min_reach_radius,workspace_volume,workspace_convex_hull_volume,reachable_surface_area,alpha_shape_volume,workspace_coverage,reachability_density,reachability_ratio,reachability_entropy,workspace_anisotropy,average_neighbor_distance,dexterous_workspace_volume,orientation_workspace_volume
0.3481852301437643,0.0055810513850081634,0.08031951920438768,0.08031951920438768,0.9173115407947524,0.0800503162400415,0.5374659864514727,0.545,1.834862385321101,7.794250859445999,1.3595063862414618,0.011777895607531067,0.03864095114845012,86.59627542119381
