x,y,z,roll,pitch,yaw,source
-0.2621384705768201,-0.1166044174425251,0.1081098273084888,0.0,0.5587878648733939,-2.739426767292203,5dof
-0.0494314139840101,0.0216368711656966,0.3360875889810177,3.141592653589793,-0.714103684678274,-0.3386439149138207,5dof
0.0302457502728431,0.2814048227310745,-0.0597313244036143,-1.1102230246251563e-16,-0.0612421732441581,1.506048870959205,5dof
0.0768387356595083,0.1985077549173008,0.0099541080911621,2.220446049250313e-16,1.0170546508127374,1.2550901833817711,5dof
-0.1729131703178631,0.032565195018754,0.3848574538182219,0.0,-0.9342918193937234,2.967269457663777,5dof
-0.0131424400392872,0.0231324348939226,0.3866769051433376,0.0,-0.8371285969961105,2.3978071268174315,5dof
-0.1060672111205163,-0.240185264597832,0.0555790582335598,2.220446049250313e-16,0.6008207397840697,-2.0276750102816976,5dof
0.0703828101413343,-0.0891931347004938,0.368019009162806,3.141592653589793,-0.6059608498742991,-0.991217827059165,5dof
-0.1768113294219027,-0.2613883607268809,0.0206313447717021,0.0,-0.3363851529509571,-2.196358919546745,5dof
0.1969560670695108,0.2809590515082554,0.0691955729477916,5.551115123125783e-17,0.3177957218040472,0.9886066228736424,5dof
0.0626969523834966,0.0286266853308852,0.0888772150889357,-5.551115123125783e-17,0.7725479652107268,0.5140309333399544,5dof
0.0062767933712384,0.0170842082762103,0.433913020626149,3.1415926535897927,-1.4952847072912665,-1.247546688595366,5dof
-0.0006155115761388,-0.0847818123179343,0.141874235193256,0.0,0.7151768149694497,-1.7185122191913171,5dof
0.1647873001441277,-0.3187559748117466,0.1748828157008195,0.0,-0.5644120880214498,-1.1238261376849008,5dof
0.0375366642802049,-0.0509851925432799,0.3481395835087887,0.0,-1.1340874409509396,-1.1064574932419524,5dof
-0.1166569096149368,-0.2302500790941372,0.0009030315578514,-4.440892098500626e-16,0.4184752649311261,-2.080348040982731,5dof
-0.0739526966965438,-0.0325261560033636,0.0066279943996279,-3.141592653589793,0.032916250148967,-2.7798276496642185,5dof
0.0230188664540718,0.0072479889189099,-0.0294887487210778,3.141592653589793,0.3515062598146368,0.5818249696171611,5dof
0.071678863833181,0.2871067949587553,-0.0621979761083174,2.220446049250313e-16,0.7756834839081126,1.3658518016732106,5dof
0.0241910094146355,0.1852194423402263,0.1624947093435315,1.1102230246251563e-16,0.4706032911422828,1.505071852395429,5dof
0.1551834963128372,-0.094300564962454,0.0862645464295358,-5.551115123125783e-17,0.197055372254763,-0.5823967597174506,5dof
0.0112599893063806,0.0021619948274456,-0.0287048947495625,3.141592653589793,0.3060660712643936,-1.2410142135502475,5dof
-0.1249199358294534,0.2284742895071346,0.2725445763910598,0.0,-0.5190896949604582,2.1106858079222888,5dof
0.0540868684887472,0.2051576195158925,0.0403911303485258,-1.5543122344752196e-15,1.5267705410893608,1.3684594768601823,5dof
0.0473259524277107,-0.1638251217779202,0.2840490860654295,1.1102230246251563e-16,-0.1401869560283406,-1.3584160884228322,5dof
0.1986699718285921,0.098552017951889,0.0978718855354379,8.326672684688674e-17,0.5230748814884474,0.4857551357459966,5dof
-0.2326057595812035,-0.1147688829671357,0.1688454427860444,0.0,0.2805373103721602,-2.702887689559078,5dof
0.0486822802782739,0.0059037999922057,0.3380938234158603,-2.775557561562892e-17,-0.4881171543942695,0.1595757512166079,5dof
0.0423623436863824,-0.2721730162939418,0.1878924164173004,2.220446049250313e-16,0.511590720204,-1.4597003507267707,5dof
0.0609662510083474,0.02910933455189,0.4213691216579204,0.0,-1.0318086564097928,0.5363489444680584,5dof
-0.0057777968023547,0.0873496498556454,0.0882258664302604,0.0,0.7842860881441793,1.771578553446956,5dof
-0.0731545262224849,0.0271680978368209,-0.0334065770404048,3.141592653589793,0.2513854603615488,2.8327565390144542,5dof
0.1846625528403242,0.1743453087932996,0.3086415516693865,5.551115123125783e-17,-1.1264913421565217,0.7902474563058877,5dof
0.2267402479326265,0.0746078868648386,0.2340121449598825,0.0,0.0878724336349012,0.3343862909887967,5dof
-0.3592552598874225,-0.0363798313648865,0.0967070848471219,0.0,-0.3005969977827787,-3.043913083735613,5dof
0.1625109838022232,-0.1512727543128205,0.0055369217645153,5.551115123125783e-17,0.734399981081832,-0.7879223845414773,5dof
0.0976348711864249,0.3621219703993422,0.0947776345640304,1.1102230246251563e-16,0.1162634653631968,1.338581585044027,5dof
0.0225433543594128,0.0076689366480938,-0.0052348996738563,-3.1415926535897354,1.5676474694397426,-2.5127316947682656,5dof
0.1114491990085081,0.1193909976002053,-0.1365296911663484,3.1415926535897927,1.5223298628561466,-2.2653205327355725,5dof
0.1202089020668429,0.0526196501825746,0.3947973278819133,-2.775557561562892e-17,-0.7253553566043962,0.4526101825655142,5dof
0.0139206946996608,-0.1303711545493296,0.3547801480067559,2.220446049250313e-16,-0.640869701741798,-1.5560648797651,5dof
-0.050115868301781,-0.1795133078285836,0.0810749029791164,2.220446049250313e-16,0.6560506138681181,-1.9039244492927447,5dof
0.3535821662266865,0.0875142996642047,0.180333714866823,5.551115123125783e-17,-0.5280117611100017,0.2508079972704852,5dof
0.3059521446377967,-0.051376318061747,0.2272145782052579,-1.3877787807814457e-17,-0.6230831924921302,-0.1730300904238997,5dof
0.0125761157420483,-8.138211943075594e-06,-0.1170873562178647,3.141592653589793,1.260475843678861,3.127467591377997,5dof
0.3353562164520192,-0.1506125480766071,0.0180634183630782,-5.551115123125783e-17,-0.2804131507081691,-0.4358980214149996,5dof
0.0209955579968154,0.0221971208991226,0.2959019674359028,0.0,-1.3828266973422243,1.1857655347198568,5dof
