x,y,z
-0.16283942810247692,0.19538651910114968,0.37695819925057544
0.10539249428377165,0.34627521985750576,0.2357732165912973
0.10657992567788703,-0.34878376348250334,-0.08097004894701752
-0.2725752948127193,-0.2741761110248605,-0.02338869249426897
0.0286412077978262,-0.30134951121807946,0.328630339342903
-0.32128875366963794,0.06448017126461338,0.28505007605525495
-0.2188926460082462,-0.20581083505977596,-0.1562698486063151
-0.12285336125504476,0.3345529686071519,0.2562654431597581
-0.2974505204538632,0.20114601512832686,0.20775700153765472
0.126806214814492,0.008740138748406845,0.4560368505196905
-0.22930534602460967,-0.28260755840767016,0.2228007284090648
0.3915316302383515,0.13718097876424373,0.07981123270450981
-0.13840828776214195,-0.09961725081169913,0.4250857027347234
-0.07686382628925166,0.2838032224121325,0.3269396684152628
-0.3295440922906586,-0.20299636465257082,0.17305808527622427
0.2702067384321315,0.3020517571556865,0.09898695303287097
0.37202271591741676,0.0370023145178252,-0.07124546185773685
0.05247921131813533,0.11463212219403565,0.45297824987618907
-0.17771691276006438,-0.28465504965117727,0.2865313006408303
0.22677712015270562,-0.27342206521586787,0.26660568989935024
-0.3756676641877513,-0.11343132088406066,0.008378741168834775
0.37406075415535567,-0.1395092290629979,0.1914732341922312
-0.18281969481614235,-0.09345868543621534,-0.2243450770544518
-0.14193057038569362,0.35899717159355427,0.04082620040349563
0.005459842913307044,0.30807724407436154,0.33072846065441747
0.36835239829086985,0.20584594363447417,0.07942102885262266
-0.3568306475127188,0.07064928056657652,0.2082376744352153
-0.3532935470032053,-0.10156285403765472,0.19680337098436634
-0.026983954504444043,0.22435678528354783,0.40455163676284944
-0.12938053489100665,-0.07512421364462495,0.4404307601596002
0.34725493100703,-0.06681083030880959,0.2824429663931747
-0.3258636687246119,0.0071405870534238325,-0.10321991172894283
0.20852040858756643,0.06646673808325838,0.41274477265980536
0.3079028801689352,0.27895632222409406,-0.0025790265824547805
-0.07386716800387319,-0.2893025564099329,0.33858528714742014
-0.19774205637988498,0.14416719083078636,-0.17339974838100305
0.3683944099544533,-0.05883334821614086,0.23924225498063062
0.19500095638626772,0.1681113663829048,-0.19654709418670907
0.19134915764020083,-0.193619064785758,0.37637777129758365
0.18634166776423422,-0.32928735869696646,-0.060714008228137134
