sigma_min
0.034799587890637626
0.007133714455017433
0.022094302343350077
0.047905020259723124
0.043868530523621316
0.04053658503273283
0.08714093406944551
0.09648593189013771
0.027980724408249735
0.05439190098483187
0.052615465757803376
0.025269645411207197
0.09130918129117682
0.0174282301100227
0.032694473371383995
0.06217787541247511
0.05822480607619874
0.06565214112143401
0.09096441241920408
0.08663418563055258
0.0939597294199317
0.06703402110375645
0.017131612673453245
0.09438478641285127
0.09116025996282236
0.0060690840378238775
0.0033179747960960814
0.015800749946466214
0.06113004287294619
0.09000195395375842
0.07098906504057688
0.07781345397693183
0.05645077152416579
0.05330553658013966
0.08539543776751288
0.06489834399286984
0.07620605668228014
0.031977658838824176
0.011371183196936656
0.03645136670687197
0.06620251140471457
0.00818334819167526
0.06829435219479249
0.08869219156125825
0.09146799869805475
0.09267285624146182
0.03746069038800377
0.04660903098292043
0.08780969263801155
0.010051203411284466
0.005779126652223587
0.026149318000115013
0.04775514521292557
0.024360474402930783
0.06945087173216638
0.0568823275679645
0.031007399162223424
0.007999460404153768
0.0838119041139296
0.037870079114855265
0.08258024491213643
0.051286829539685046
0.03462050400996608
0.07967537387511155
0.023176067826569453
0.042341508121413025
0.07103676477651925
0.07887321091903766
0.029686786147922608
0.054932349063012066
0.08691823865541884
0.0359376866414385
0.08933433598497999
0.04385793582111171
0.09421684267920148
0.04433764099490167
0.002077508646662055
0.05195216146549991
0.052229442743733534
0.09224240394644032
0.014402564984796983
0.047508596211616475
0.08617875784895747
0.03578507156648264
0.04559478605113781
0.026772339470437192
0.049175473025398826
0.08402810468308544
0.08339400098049657
0.08864543350250617
0.06421776259101965
0.08616719112764518
0.03514469171203375
0.07059903456902274
0.054630595570786554
0.09758683770090781
0.07050913684336918
0.09328075285506023
0.05065327262055072
0.023268165404105305
0.06743015536070746
0.0595836727304137
0.09222889737561009
0.034142767483544736
0.097693089201362
0.0339851247278714
0.07463730160135996
0.029406867683297484
0.03302529891232414
0.07504864462074863
0.037695039299885234
0.021136471641895648
0.071458750805224
0.03873743015291637
0.08965390597032051
0.07280644559713241
0.09397490936473554
0.08487450850650645
0.053156301762752316
0.03942770519547631
0.08667305914607684
0.09277697854137627
0.08575821409041921
0.0657870230016445
0.02988119212097771
0.033565520530997074
0.03791139414073126
0.006681060420344425
0.0866575288731165
0.08488205928099912
0.03716487589559217
0.06964241156672106
0.06569018693771804
0.03792387657773526
0.018638499571583863
0.07168752536092877
0.031162568351039286
0.037024537155602125
0.09707439992145084
0.06651436314140588
0.08952602333886096
