manipulability_min,manipulability_max,manipulability_mean,manipulability_variance,condition_number_mean,isotropy_mean,kci_mean,ldi_mean,gdi,workspace_coverage_index,singularity_ratio
2.2364619695768036e-08,0.003159893587643044,0.0011768498569102882,8.377510644664123e-07,42.93867212015425,0.22786455505811914,0.22786455505811914,0.3724333824127593,0.3724333824127593,0.5654597654951621,0.1665
